Date,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),Atmospheric Pressure (hPa),Weather Condition
2024-08-11,32.9,45.0,0.0,6.4,1020.9,Sunny
2025-12-25,5.9,69.0,0.0,8.3,1012.5,Cloudy
2023-06-27,30.9,49.0,0.0,5.3,1023.7,Sunny
2025-12-09,11.2,46.0,0.0,6.5,1019.7,Sunny
2024-06-27,31.4,39.0,0.0,11.5,1021.8,Sunny
2023-05-16,24.7,49.0,0.0,3.6,1020.7,Sunny
2024-08-16,24.3,85.0,4.1,25.1,1007.8,Rainy
2025-04-12,9.2,93.0,31.0,41.4,984.8,Stormy
2024-04-24,11.3,85.0,11.5,27.2,1007.5,Rainy
2025-05-30,27.7,43.0,0.0,15.2,1018.2,Sunny
2023-01-08,3.6,96.0,8.4,13.9,1007.4,Rainy
2024-03-18,10.0,84.0,8.3,16.1,1006.1,Rainy
2023-06-05,21.2,,3.6,15.9,1003.8,Rainy
2024-12-15,7.2,69.0,0.0,13.6,1014.6,Cloudy
2023-12-24,3.9,80.0,16.0,13.8,1001.0,Rainy
2024-10-11,14.8,91.0,3.3,27.4,999.8,Rainy
2023-08-12,33.5,50.0,0.0,10.0,1019.8,Sunny
2023-11-26,12.7,49.0,0.0,10.5,1022.9,Sunny
2024-08-21,28.6,36.0,0.0,13.3,1020.2,Sunny
2024-08-01,30.6,41.0,0.0,10.6,1023.8,Sunny
2025-07-27,32.8,39.0,0.0,7.9,1021.5,Sunny
2025-09-30,16.9,94.0,44.2,53.4,989.0,Stormy
2024-11-19,11.3,83.0,10.7,23.6,1007.0,Rainy
2025-01-24,6.6,68.0,0.0,16.9,1009.2,Cloudy
2024-04-27,24.3,49.0,0.0,9.9,1022.0,Sunny
2025-12-01,10.6,72.0,0.1,6.9,1012.2,Cloudy
2024-12-04,13.8,37.0,0.0,11.9,1016.8,Sunny
2025-12-08,9.0,55.0,0.0,10.0,1009.7,Cloudy
2025-09-15,23.9,67.0,0.2,11.5,1015.2,Cloudy
2025-02-16,3.8,88.0,13.2,16.4,998.9,Rainy
2025-07-20,32.7,50.0,0.0,9.3,1016.7,Sunny
2025-11-23,7.0,80.0,6.1,19.0,1007.4,Rainy
2024-03-16,17.0,41.0,0.0,10.1,1020.6,Sunny
2025-06-06,20.6,85.0,14.4,14.0,1005.1,Rainy
2025-12-27,6.5,62.0,0.0,8.3,1014.6,Cloudy
2025-03-20,15.5,46.0,0.0,6.5,1021.8,Sunny
2023-06-13,32.1,51.0,0.0,15.1,1024.0,Sunny
2023-08-17,29.1,37.0,0.0,7.8,1015.3,Sunny
2025-03-18,13.7,52.0,0.0,11.7,1008.6,Cloudy
2025-06-01,30.7,46.0,0.0,4.5,1018.3,Sunny
2023-08-01,32.0,51.0,0.0,8.7,1023.8,Sunny
2025-07-13,32.2,44.0,0.0,7.5,1017.5,Sunny
2023-03-21,9.8,93.0,8.7,26.8,1005.1,Rainy
2023-05-29,23.4,71.0,0.6,17.1,1015.3,Cloudy
2023-10-30,15.9,67.0,0.0,7.8,1012.3,Cloudy
2024-05-01,,57.0,0.9,10.8,1013.1,Cloudy
2024-04-12,22.0,50.0,0.0,13.0,1020.5,Sunny
2024-09-20,26.4,42.0,0.0,17.0,1022.3,Sunny
2025-11-02,21.8,35.0,0.0,7.0,1023.8,Sunny
2023-02-13,11.4,55.0,0.0,16.2,1021.8,Sunny
2024-05-05,21.6,56.0,0.0,12.1,1014.0,Cloudy
2023-05-14,18.4,88.0,20.4,49.6,997.3,Stormy
2025-07-15,34.6,42.0,0.0,8.1,1025.9,Sunny
2024-06-06,30.8,42.0,0.0,11.8,1014.8,Sunny
2024-08-27,27.7,66.0,0.0,11.1,1016.1,Cloudy
2023-11-08,13.3,73.0,0.0,11.3,1008.6,Cloudy
2024-02-13,5.2,90.0,68.7,43.2,993.9,Stormy
2025-06-23,25.5,76.0,1.3,13.9,1011.6,Cloudy
2025-01-10,5.9,58.0,0.0,17.8,1011.2,Cloudy
2024-08-28,28.8,42.0,0.0,4.3,1020.2,Sunny
2025-08-07,31.7,39.0,0.0,11.3,1022.3,Sunny
2025-09-16,24.7,61.0,0.0,,1016.1,Cloudy
2025-06-28,31.3,48.0,0.0,8.0,1021.5,Sunny
2023-01-01,9.1,72.0,0.0,7.3,1008.9,Cloudy
2024-02-27,11.0,57.0,0.0,8.8,1012.4,Cloudy
2023-12-27,12.0,41.0,0.0,9.7,1022.9,Sunny
2024-01-18,3.9,86.0,12.8,22.7,1004.6,Rainy
2023-11-13,14.6,52.0,0.0,7.7,1016.1,Sunny
2025-07-24,32.4,45.0,0.0,11.2,1025.0,Sunny
2024-04-20,19.2,37.0,0.0,6.6,1021.8,Sunny
2025-05-05,24.4,34.0,0.0,9.5,1017.9,Sunny
2025-05-11,19.5,54.0,0.0,9.0,1014.2,Cloudy
2024-05-12,20.0,56.0,0.0,10.0,1008.6,Cloudy
2025-02-28,3.1,89.0,38.0,37.4,991.4,Stormy
2025-12-07,3.9,93.0,54.3,57.9,998.5,Stormy
2023-05-21,25.6,61.0,0.0,11.4,1013.8,Cloudy
2023-06-22,31.2,38.0,0.0,9.2,1019.9,Sunny
2024-03-26,17.9,34.0,0.0,13.3,1022.6,Sunny
2023-05-06,21.6,56.0,0.0,17.5,1010.2,Cloudy
2025-02-03,12.4,49.0,0.0,6.3,1022.3,Sunny
2024-07-20,30.1,74.0,1.4,5.6,1013.2,Cloudy
2024-10-27,19.8,41.0,0.0,10.6,1019.6,Sunny
2025-11-20,8.4,87.0,19.9,23.4,998.0,Rainy
2023-04-01,18.4,53.0,0.0,7.6,1022.3,Sunny
2025-12-12,10.9,42.0,0.0,4.7,1022.9,Sunny
2023-07-01,28.7,58.0,0.0,4.8,1014.6,Cloudy
2023-12-30,11.1,34.0,0.0,12.6,1025.7,Sunny
2025-07-03,31.9,46.0,0.0,14.3,1020.5,Sunny
2023-10-02,20.9,61.0,0.9,19.8,1008.4,Cloudy
2025-04-24,21.8,41.0,0.0,10.0,1019.2,Sunny
2023-09-09,22.3,92.0,13.0,15.5,1004.0,Rainy
2023-03-11,13.7,47.0,0.0,8.7,1023.5,Sunny
2023-10-19,22.0,37.0,0.0,11.7,1015.6,Sunny
2023-05-12,22.0,,0.0,11.4,1022.3,Sunny
2023-10-28,10.9,90.0,24.2,51.3,991.2,Stormy
2025-06-09,30.4,45.0,0.0,1.8,1017.1,Sunny
2023-11-23,9.9,77.0,0.0,6.3,1009.5,Cloudy
2025-09-19,23.4,62.0,0.0,7.1,1013.8,Cloudy
2024-05-14,22.8,67.0,0.0,10.8,1008.7,Cloudy
2024-07-22,26.3,83.0,21.1,16.0,1007.3,Rainy
2025-04-27,18.8,92.0,2.7,21.7,1001.7,Rainy
2024-05-10,19.7,83.0,15.0,24.2,1009.1,Rainy
2023-12-05,5.7,90.0,52.7,51.0,986.0,Stormy
2025-03-23,9.1,89.0,3.1,25.1,1004.4,Rainy
2023-06-14,28.0,67.0,0.0,19.0,1016.1,Cloudy
2023-01-29,10.7,52.0,0.0,2.8,1016.1,Sunny
2024-05-31,29.3,43.0,0.0,13.5,1021.5,Sunny
2023-07-13,29.9,66.0,0.0,7.0,1011.6,Cloudy
2024-10-23,18.7,67.0,0.0,20.2,1013.1,Cloudy
2023-06-19,27.0,69.0,0.0,14.9,1011.6,Cloudy
2024-10-29,16.4,54.0,0.0,17.7,1013.2,Cloudy
2023-06-23,25.7,61.0,0.0,14.2,1011.3,Cloudy
2024-06-02,26.4,68.0,0.0,11.6,1009.5,Cloudy
2025-10-21,14.3,96.0,31.2,16.3,1000.4,Rainy
2024-08-19,31.5,46.0,0.0,8.6,1018.8,Sunny
2024-05-06,26.8,41.0,0.0,5.6,1017.8,Sunny
2023-03-15,18.4,37.0,0.0,16.0,1014.4,Sunny
2025-04-08,16.2,74.0,0.0,15.1,1014.5,Cloudy
2023-08-23,30.5,41.0,0.0,6.7,1024.4,Sunny
2023-08-03,34.7,45.0,0.0,4.9,1015.0,Sunny
2025-03-12,7.2,88.0,11.9,23.5,1005.6,Rainy
2023-05-13,21.7,63.0,0.0,15.0,1013.6,Cloudy
2024-09-12,24.9,72.0,0.0,18.4,1010.2,Cloudy
2025-03-07,11.9,57.0,0.9,8.5,1015.1,Cloudy
2023-07-05,29.1,66.0,0.0,17.8,1013.8,Cloudy
2023-02-11,2.6,95.0,58.3,47.8,993.0,Stormy
2023-04-19,14.3,77.0,3.3,23.2,1002.1,Rainy
2024-12-19,2.8,86.0,5.0,10.6,1003.2,Rainy
2024-08-24,31.1,50.0,0.0,5.9,1017.8,Sunny
2025-04-25,18.0,68.0,0.0,16.9,1009.9,Cloudy
2024-04-28,12.4,96.0,53.2,39.2,992.0,Stormy
2024-04-13,16.0,72.0,0.0,18.4,1010.3,Cloudy
2023-01-25,6.1,60.0,0.0,8.9,1014.9,Cloudy
2025-12-05,7.3,83.0,2.1,22.1,1009.3,Rainy
2025-08-11,32.3,52.0,0.0,7.4,1018.5,Sunny
2024-12-27,5.5,92.0,18.2,18.8,999.0,Rainy
2025-04-19,17.5,75.0,0.0,13.3,1014.2,Cloudy
2024-01-02,9.0,50.0,0.0,14.5,1015.4,Sunny
2024-12-13,10.9,37.0,0.0,8.0,1018.8,Sunny
2024-01-19,8.6,64.0,0.0,8.6,1015.2,Cloudy
2024-03-30,15.0,66.0,0.0,13.6,1011.9,Cloudy
2023-09-22,24.0,74.0,0.0,9.4,1013.1,Cloudy
2024-10-06,20.3,69.0,0.0,14.2,1010.3,Cloudy
2025-04-07,16.8,59.0,0.0,18.5,1009.8,Cloudy
2024-03-20,,88.0,15.5,27.4,1006.4,Rainy
2024-01-31,5.2,55.0,0.0,10.2,1011.9,Cloudy
2023-06-26,25.6,68.0,1.0,7.5,1009.2,Cloudy
2023-01-19,6.2,71.0,0.0,15.1,1013.7,Cloudy
2024-08-22,31.9,42.0,0.0,15.9,1020.3,Sunny
2025-07-08,,41.0,0.0,14.4,1020.6,Sunny
2023-03-03,10.9,66.0,0.0,11.0,1015.4,Cloudy
2023-09-30,21.2,60.0,0.0,8.7,1011.2,Cloudy
2025-11-09,14.6,76.0,0.9,10.4,1016.1,Cloudy
2023-10-06,24.5,48.0,0.0,6.7,1017.2,Sunny
2024-12-14,7.8,69.0,0.0,10.0,1011.9,Cloudy
2024-01-04,7.1,58.0,0.0,13.6,1013.3,Cloudy
2025-01-20,7.8,67.0,0.0,7.7,1015.0,Cloudy
2024-11-27,11.8,68.0,0.0,12.7,1015.4,Cloudy
2025-06-07,25.6,57.0,0.9,13.0,1009.4,Cloudy
2024-07-01,33.6,45.0,0.0,4.8,1019.5,Sunny
2025-01-13,6.7,65.0,0.0,5.8,1013.2,Cloudy
2025-12-13,10.6,50.0,0.0,16.8,1023.6,Sunny
2024-04-01,18.5,35.0,0.0,10.1,1022.9,Sunny
2024-01-29,2.6,87.0,22.4,35.2,992.4,Stormy
2025-02-10,8.5,58.0,0.0,17.5,1011.2,Cloudy
2025-03-24,16.5,49.0,0.0,14.4,1020.0,Sunny
2024-01-11,8.6,63.0,0.0,8.6,1013.4,Cloudy
2024-02-17,8.7,61.0,0.0,9.4,1014.8,Cloudy
2023-03-16,9.8,65.0,0.0,16.4,1017.4,Cloudy
2025-11-05,20.5,37.0,0.0,13.0,1020.8,Sunny
2024-05-15,21.3,71.0,0.0,6.0,1009.9,Cloudy
2024-11-10,14.8,70.0,0.0,17.3,1006.7,Cloudy
2023-04-25,18.5,70.0,0.0,10.2,1009.5,Cloudy
2024-02-22,9.9,49.0,0.0,9.5,1024.7,Sunny
2023-03-31,17.7,38.0,0.0,10.2,1017.4,Sunny
2025-11-29,13.5,46.0,0.0,7.0,1014.5,Sunny
2024-05-13,27.8,54.0,0.0,11.2,1016.3,Sunny
2025-01-09,0.6,,68.0,44.4,988.5,Stormy
2025-01-16,6.5,47.0,0.0,9.2,1022.3,Sunny
2023-01-12,2.1,77.0,9.1,18.4,1000.8,Rainy
2024-02-01,10.8,46.0,0.0,12.9,1019.2,Sunny
2024-10-22,21.1,41.0,0.0,3.5,1016.7,Sunny
2025-12-02,8.7,61.0,0.6,20.1,1008.2,Cloudy
2023-02-12,4.7,65.0,0.0,7.9,1016.8,Cloudy
2023-06-17,32.1,48.0,0.0,10.6,1016.9,Sunny
2024-02-21,4.8,86.0,21.6,14.9,1005.4,Rainy
2024-07-30,29.1,63.0,0.0,20.9,1013.3,Cloudy
2025-07-02,24.1,89.0,52.4,17.0,1006.8,Rainy
2024-03-02,10.6,65.0,1.3,6.6,1014.4,Cloudy
2024-06-28,,92.0,9.0,18.0,1006.4,Rainy
2025-11-06,11.9,66.0,0.0,17.5,1013.8,Cloudy
2025-12-26,7.4,60.0,0.0,18.4,1013.9,Cloudy
2025-07-06,33.0,43.0,0.0,8.0,1018.0,Sunny
2025-12-28,11.9,39.0,0.0,13.9,1025.6,Sunny
2023-09-15,22.9,68.0,0.0,19.9,1010.1,Cloudy
2023-12-02,15.5,42.0,0.0,5.4,1019.7,Sunny
2023-01-16,10.2,38.0,0.0,12.8,1017.6,Sunny
2025-02-04,10.9,37.0,0.0,4.1,1023.3,Sunny
2023-11-21,11.9,57.0,0.0,7.8,1012.2,Cloudy
2025-07-11,28.8,,0.0,13.8,1012.2,Cloudy
2025-07-04,25.0,96.0,4.7,15.4,997.8,Rainy
2023-08-11,28.3,72.0,0.0,9.8,1017.1,Cloudy
2023-06-29,32.8,52.0,0.0,7.5,1021.5,Sunny
2023-04-10,16.1,70.0,0.3,20.0,1008.4,Cloudy
2024-06-05,32.1,45.0,0.0,12.3,1017.3,Sunny
2023-01-23,3.3,91.0,14.1,18.5,1005.1,Rainy
2023-12-23,8.7,55.0,0.0,14.3,1010.0,Cloudy
2025-03-21,11.1,61.0,0.0,12.2,1011.9,Cloudy
2025-10-28,10.9,98.0,49.2,51.9,989.7,Stormy
2024-09-03,22.2,84.0,2.9,21.9,999.1,Rainy
2025-04-30,12.7,89.0,37.5,43.7,994.4,Stormy
2023-12-07,8.5,70.0,0.0,9.1,1013.4,Cloudy
2024-03-07,7.2,98.0,29.3,56.4,984.3,Stormy
2025-09-12,21.0,77.0,3.1,17.4,1005.6,Rainy
2025-09-28,16.8,93.0,47.4,15.6,1007.9,Rainy
2023-07-23,32.3,36.0,0.0,6.2,1017.9,Sunny
2025-02-06,4.7,83.0,4.9,24.0,1006.8,Rainy
2023-04-04,10.2,85.0,43.0,59.9,999.8,Stormy
2024-11-08,8.9,81.0,12.5,15.3,1004.2,Rainy
2023-03-10,16.4,46.0,0.0,11.1,1015.6,Sunny
2025-01-28,10.1,63.0,0.0,7.0,1013.3,Cloudy
2023-10-12,18.3,82.0,5.4,14.9,999.4,Rainy
2025-08-24,30.2,36.0,0.0,8.5,1018.6,Sunny
2024-03-10,15.5,53.0,0.0,7.3,1021.2,Sunny
2023-06-03,20.8,92.0,2.1,16.4,1003.5,Rainy
2023-03-17,13.7,48.0,0.0,11.4,1015.1,Sunny
2025-06-04,28.7,45.0,0.0,12.1,1023.2,Sunny
2024-08-03,32.3,33.0,0.0,7.6,1020.6,Sunny
2024-03-22,18.8,49.0,0.0,17.3,1019.5,Sunny
2023-07-08,34.6,49.0,0.0,6.7,1015.5,Sunny
2023-09-29,24.7,55.0,0.0,18.6,1011.5,Cloudy
2023-08-25,29.0,73.0,0.0,10.0,1009.3,Cloudy
2024-05-02,15.8,93.0,33.7,18.9,1002.1,Rainy
2025-12-10,5.4,93.0,8.5,19.8,997.6,Rainy
2024-07-13,31.9,42.0,0.0,7.0,1019.4,Sunny
2023-04-28,16.4,98.0,51.8,43.8,996.0,Stormy
2025-06-12,32.1,42.0,0.0,13.6,1014.2,Sunny
2025-09-09,19.2,86.0,41.3,50.5,991.6,Stormy
2024-05-27,26.3,66.0,0.0,16.8,1014.9,Cloudy
2024-09-25,23.6,58.0,0.0,12.6,1013.4,Cloudy
2024-10-28,19.3,49.0,0.0,6.1,1021.4,Sunny
2025-04-28,19.3,75.0,0.0,18.7,1011.1,Cloudy
2024-12-22,5.2,61.0,0.0,18.6,1016.8,Cloudy
2023-05-07,27.7,52.0,0.0,14.7,1022.9,Sunny
2023-04-27,21.6,47.0,0.0,11.7,1020.8,Sunny
2024-04-18,16.7,63.0,0.0,3.9,1016.4,Cloudy
2025-08-27,25.2,65.0,0.0,21.1,1013.7,Cloudy
2023-02-27,12.2,37.0,0.0,6.5,1017.8,Sunny
2024-08-26,30.9,47.0,0.0,10.9,1017.5,Sunny
2025-10-20,20.0,38.0,0.0,5.4,1022.5,Sunny
2024-10-18,21.9,38.0,0.0,9.9,1020.3,Sunny
2025-11-11,16.5,37.0,0.0,13.7,1017.0,Sunny
2025-02-20,9.9,51.0,0.0,14.2,1015.9,Sunny
2023-04-16,23.9,36.0,0.0,6.5,1023.7,Sunny
2024-09-27,25.9,56.0,0.0,6.3,1018.1,Sunny
2024-01-05,11.6,41.0,0.0,11.6,1023.1,Sunny
2023-09-26,20.6,72.0,0.0,13.9,1008.0,Cloudy
2024-10-17,,38.0,0.0,4.9,1018.9,Sunny
2023-02-16,11.6,50.0,0.0,7.0,1021.0,Sunny
2023-12-16,8.5,62.0,0.0,5.3,1012.2,Cloudy
2023-07-15,34.2,38.0,0.0,9.7,1015.0,Sunny
2023-04-13,17.6,57.0,0.0,4.2,1012.1,Cloudy
2025-09-29,18.1,82.0,12.7,23.8,1000.5,Rainy
2025-08-14,29.3,65.0,0.0,17.3,1014.7,Cloudy
2025-05-25,28.2,43.0,0.0,6.0,1019.3,Sunny
2025-09-17,26.7,57.0,0.0,6.8,1021.8,Sunny
2023-09-21,20.0,82.0,9.2,21.4,1002.0,Rainy
2025-06-26,31.5,48.0,0.0,9.4,1023.5,Sunny
2024-03-19,11.3,58.0,0.0,16.1,1015.7,Cloudy
2025-05-03,21.3,68.0,0.0,8.4,1009.3,Cloudy
2024-12-17,8.3,54.0,0.0,17.5,1010.8,Cloudy
2023-11-01,12.9,56.0,0.0,16.4,1014.5,Cloudy
2023-12-08,6.3,83.0,2.9,21.3,1002.8,Rainy
2025-01-02,7.4,58.0,0.0,16.7,1014.7,Cloudy
2023-11-10,9.4,98.0,54.2,60.8,990.8,Stormy
2023-05-30,29.0,43.0,0.0,2.9,1018.0,Sunny
2023-05-05,19.9,59.0,1.5,7.6,1012.8,Cloudy
2025-08-04,28.3,64.0,0.0,4.2,1007.1,Cloudy
2025-09-14,28.7,43.0,0.0,4.2,1025.1,Sunny
2024-11-28,14.9,51.0,0.0,8.4,1018.2,Sunny
2024-10-26,15.6,74.0,0.2,16.2,1009.7,Cloudy
2023-02-20,1.6,91.0,54.8,38.8,985.8,Stormy
2023-12-20,11.0,51.0,0.0,14.5,1017.1,Sunny
2025-12-03,9.7,71.0,0.5,13.7,1010.8,Cloudy
2023-05-23,20.0,85.0,23.2,23.5,1005.8,Rainy
2024-04-15,16.7,56.0,0.0,12.8,1009.5,Cloudy
2024-10-15,21.9,71.0,0.4,13.3,1014.5,Cloudy
2024-02-04,12.0,33.0,0.0,7.1,1022.1,Sunny
2025-01-31,12.3,44.0,0.0,6.4,1021.5,Sunny
2023-11-17,14.1,61.0,0.0,16.1,1012.6,Cloudy
2023-01-20,5.9,63.0,0.0,18.1,1016.1,Cloudy
2024-11-15,13.2,62.0,0.0,13.2,1013.1,Cloudy
2025-08-30,31.3,45.0,0.0,7.5,1017.1,Sunny
2025-08-08,32.2,37.0,0.0,11.6,1022.3,Sunny
2025-08-29,28.9,42.0,0.0,16.5,1020.9,Sunny
2024-02-12,11.7,45.0,0.0,,1018.4,Sunny
2024-06-21,21.5,93.0,57.7,34.9,987.1,Stormy
2025-08-21,28.7,36.0,0.0,12.2,1021.9,Sunny
2025-01-26,9.2,64.0,0.0,12.6,1011.8,Cloudy
2023-02-08,3.1,98.0,16.0,19.3,998.8,Rainy
2023-06-25,32.0,36.0,0.0,11.1,1020.4,Sunny
2023-09-03,22.9,92.0,32.4,34.6,987.2,Stormy
2025-11-19,9.3,57.0,0.0,21.1,1016.5,Cloudy
2025-03-22,7.4,81.0,9.3,16.8,1005.6,Rainy
2025-06-29,24.0,85.0,10.9,25.4,999.6,Rainy
2024-05-04,24.0,55.0,0.0,9.7,1018.3,Sunny
2023-06-04,27.4,54.0,0.0,9.9,1026.7,Sunny
2024-09-30,16.5,92.0,11.3,20.6,997.5,Rainy
2024-10-24,17.6,48.0,0.0,5.7,1020.2,Sunny
2023-10-15,18.5,71.0,0.0,6.4,1009.1,Cloudy
2024-09-17,26.1,42.0,0.0,14.4,1023.1,Sunny
2024-11-16,13.9,69.0,0.0,10.6,1012.6,Cloudy
2025-01-06,6.8,71.0,0.0,19.8,1010.4,Cloudy
2024-07-23,32.5,38.0,0.0,11.6,1020.5,Sunny
2025-09-08,28.6,,0.0,5.7,1024.2,Sunny
2023-01-18,2.6,92.0,17.1,25.1,999.4,Rainy
2023-05-08,25.1,52.0,0.0,10.3,1017.5,Sunny
2023-11-19,10.8,93.0,37.0,20.1,999.3,Rainy
2023-09-13,20.3,92.0,32.1,28.9,987.5,Stormy
2025-03-09,5.6,81.0,13.9,18.3,1003.5,Rainy
2025-12-29,4.5,86.0,11.0,31.0,1000.9,Rainy
2023-07-10,26.0,82.0,8.8,24.4,1001.3,Rainy
2023-04-26,17.7,67.0,0.0,19.2,1016.0,Cloudy
2025-12-23,6.5,94.0,7.7,13.8,1004.9,Rainy
2025-01-22,5.5,80.0,8.3,,1007.4,Rainy
2024-08-29,30.0,54.0,0.0,11.8,1017.5,Sunny
2023-06-30,28.6,63.0,0.0,9.1,1015.1,Cloudy
2023-10-29,14.1,75.0,0.0,7.5,1011.0,Cloudy
2025-07-05,22.3,86.0,11.6,14.9,1002.2,Rainy
2025-10-08,14.4,93.0,17.0,17.1,999.5,Rainy
2025-05-26,24.8,61.0,0.0,9.9,1011.1,Cloudy
2025-04-10,10.3,85.0,24.1,18.0,1006.9,Rainy
2025-07-28,31.6,52.0,0.0,11.1,1022.2,Sunny
2025-05-19,27.9,47.0,0.0,12.0,1017.4,Sunny
2024-06-01,28.1,42.0,0.0,12.0,1017.5,Sunny
2024-01-08,9.2,49.0,0.0,8.8,1020.3,Sunny
2023-02-15,14.3,52.0,0.0,14.5,1023.4,Sunny
2024-04-21,14.8,99.0,46.7,36.2,997.0,Stormy
2023-06-07,27.3,71.0,0.0,12.9,1010.1,Cloudy
2025-06-19,24.6,72.0,0.0,12.5,1010.9,Cloudy
2023-06-21,29.9,45.0,0.0,10.9,1021.9,Sunny
2023-01-17,3.6,89.0,4.8,11.6,1006.5,Rainy
2024-05-26,23.4,63.0,0.0,16.0,1016.3,Cloudy
2023-02-18,9.7,31.0,0.0,7.5,1021.6,Sunny
2023-07-11,33.2,49.0,0.0,11.8,1021.2,Sunny
2025-10-07,24.1,33.0,0.0,9.2,1021.8,Sunny
2024-05-30,26.4,62.0,0.0,14.9,1011.0,Cloudy
2025-04-05,8.6,97.0,29.5,37.4,988.4,Stormy
2025-12-16,8.3,57.0,0.0,18.9,1012.1,Cloudy
2024-04-25,21.2,43.0,0.0,14.7,1014.4,Sunny
2023-10-11,14.9,96.0,42.5,52.2,989.0,Stormy
2025-05-19,27.9,47.0,0.0,12.0,1017.4,Sunny
2025-08-16,31.7,77.0,0.0,12.1,1011.2,Cloudy
2023-08-14,31.0,47.0,0.0,13.7,1021.4,Sunny
2023-01-27,4.8,87.0,2.8,10.6,1008.3,Rainy
2025-10-03,19.4,88.0,6.6,19.4,1006.1,Rainy
2025-11-30,7.6,84.0,10.2,23.8,1007.0,Rainy
2024-03-13,15.4,47.0,0.0,10.4,1020.5,Sunny
2025-12-17,11.5,48.0,0.0,6.8,1017.2,Sunny
2023-12-31,6.4,78.0,40.7,25.3,1008.8,Rainy
2023-08-18,29.0,55.0,0.0,9.9,1011.3,Cloudy
2023-02-07,9.4,49.0,0.0,2.6,1021.8,Sunny
2024-10-31,20.3,56.0,0.0,17.3,1014.8,Sunny
2025-01-19,6.3,41.0,0.0,5.4,1020.8,Sunny
2025-12-30,7.1,57.0,0.0,15.2,1013.8,Cloudy
2024-01-10,11.5,46.0,0.0,8.6,1022.1,Sunny
2024-04-14,12.7,95.0,43.9,60.2,986.0,Stormy
2024-08-12,30.0,48.0,0.0,10.3,1017.9,Sunny
2024-11-18,13.2,69.0,0.0,14.3,1012.6,Cloudy
2025-10-19,22.7,42.0,0.0,9.4,1016.7,Sunny
2025-05-01,26.0,48.0,0.0,7.8,1022.7,Sunny
2025-05-29,30.4,36.0,0.0,11.2,1023.6,Sunny
2023-07-14,27.6,56.0,0.0,14.1,1010.9,Cloudy
2025-10-23,22.3,42.0,0.0,16.0,1018.4,Sunny
2025-10-30,15.5,71.0,0.0,12.1,1012.8,Cloudy
2024-05-18,,98.0,59.9,55.4,999.0,Stormy
2023-08-25,29.0,73.0,0.0,10.0,1009.3,Cloudy
2025-09-25,18.0,92.0,61.5,30.3,997.3,Stormy
2024-08-02,23.3,93.0,49.2,33.3,988.8,Stormy
2023-06-10,29.7,52.0,0.0,11.2,1020.6,Sunny
2024-11-11,9.2,72.0,0.0,6.8,1013.8,Cloudy
2025-11-13,13.5,65.0,0.0,16.6,1011.9,Cloudy
2023-06-12,29.8,47.0,0.0,14.8,1018.2,Sunny
2024-12-06,8.5,55.0,0.0,18.5,1013.3,Cloudy
2025-04-29,22.0,38.0,0.0,11.1,1017.3,Sunny
2023-06-02,20.2,83.0,11.8,18.7,1000.9,Rainy
2025-07-14,34.0,37.0,0.0,7.9,1021.1,Sunny
2025-04-26,21.7,40.0,0.0,7.2,1019.4,Sunny
2025-07-01,32.3,36.0,0.0,6.7,1025.2,Sunny
2023-04-22,18.6,66.0,0.0,13.0,1008.9,Cloudy
2023-08-15,31.5,55.0,0.0,5.2,1025.5,Sunny
2025-04-13,19.9,32.0,0.0,14.1,1017.7,Sunny
2023-04-14,16.6,72.0,1.5,15.7,1011.8,Cloudy
2024-02-26,9.3,63.0,0.0,10.8,1011.7,Cloudy
2024-02-24,4.8,88.0,6.5,26.2,1006.2,Rainy
2025-06-25,30.3,42.0,0.0,12.7,1019.8,Sunny
2024-08-09,32.2,39.0,0.0,11.6,1023.8,Sunny
2025-07-29,33.6,41.0,0.0,11.9,1025.6,Sunny
2024-11-03,12.5,57.0,0.0,12.4,1014.2,Cloudy
2023-04-30,13.5,88.0,73.4,35.6,998.0,Stormy
2023-02-23,13.7,44.0,0.0,11.7,1019.0,Sunny
2023-06-01,19.9,87.0,26.7,39.9,986.4,Stormy
2024-02-08,8.1,65.0,0.0,6.2,1012.1,Cloudy
2024-03-09,5.4,85.0,3.7,20.2,998.8,Rainy
2023-07-27,33.2,50.0,0.0,13.1,1019.0,Sunny
2025-11-17,5.6,100.0,37.6,42.5,993.6,Stormy
2024-10-20,15.6,68.0,0.0,,1014.4,Cloudy
2025-10-12,15.6,82.0,4.1,24.6,1004.4,Rainy
2025-07-09,31.2,42.0,0.0,5.9,1016.8,Sunny
2023-01-09,7.6,56.0,0.0,14.1,1009.7,Cloudy
2025-08-28,29.8,41.0,0.0,11.0,1016.9,Sunny
2023-02-06,5.0,88.0,2.6,21.7,1004.2,Rainy
2024-03-28,15.5,62.0,0.0,19.2,1011.1,Cloudy
2024-10-13,17.4,69.0,0.0,15.6,1012.4,Cloudy
2023-09-11,23.7,54.0,0.0,19.2,1016.1,Cloudy
2023-10-31,20.5,41.0,0.0,13.2,1024.5,Sunny
2025-06-21,27.6,73.0,0.0,16.4,1014.9,Cloudy
2024-07-25,22.5,87.0,41.4,59.0,990.6,Stormy
2024-09-15,21.1,72.0,0.0,14.3,1011.2,Cloudy
2025-05-08,21.1,66.0,0.0,7.5,1011.1,Cloudy
